time.decay.1	time.decay.2	time.decay.3	time.decay.4	time.decay.5	time.decay.6	time.decay.7	
1.005714528339899800e+02 9.722070743753779709e+01 1.191928629506226400e+02 1.127140219736086664e+02 8.561775312648580893e+01 1.003132391462052624e+02 9.736046277789742476e+01
8.871432190211461943e+01 9.819868133780255448e+01 1.176783103963778387e+02 9.635872576834792369e+01 9.028730928751328122e+01 1.001717847170060764e+02 9.290815818467237364e+01
1.045378892523515759e+02 1.081750969540623544e+02 1.162972291245201433e+02 1.011204813504260045e+02 9.191870011203366175e+01 9.438053732475719926e+01 1.000231554089562991e+02
1.070463429822168706e+02 1.034112559967892082e+02 9.805983855815850347e+01 1.012866222053929022e+02 1.198472208358417959e+02 1.005420129069705268e+02 1.008709106398384847e+02
8.829724113383150552e+01 9.161572162231847472e+01 1.105080324510742287e+02 8.009698894571661754e+01 9.733217088981143661e+01 9.321734210199173276e+01 8.296832199911766281e+01
1.067510626046378661e+02 1.020800751714612034e+02 8.954124492055851192e+01 1.072348761372801533e+02 9.977385064797823588e+01 9.285862060733946066e+01 9.553419065827226575e+01
1.079814191237903458e+02 1.051166449121242863e+02 1.079143369734380542e+02 9.149740051877715530e+01 9.521995543397437700e+01 1.171390525663789504e+02 9.591887951143951341e+01
8.767981906137289627e+01 1.073233773164485001e+02 1.206871995439778544e+02 1.034982119792622370e+02 1.007679506233064046e+02 1.046364476866673101e+02 9.936926065780987471e+01
1.029376235112989662e+02 1.116319928884990702e+02 9.930524035222191515e+01 8.334205747363476746e+01 9.551030949465352649e+01 1.156803431833879756e+02 9.360736423685828811e+01
9.753935283635411224e+01 1.052116459765976799e+02 1.011263230906103701e+02 8.143590080684566601e+01 9.514750407509227159e+01 1.010795396024599881e+02 8.721053558926860205e+01
8.915894516178359197e+01 9.542753228734258641e+01 1.004548371945882081e+02 8.688703708451308216e+01 9.794439927095731946e+01 9.328450435415159347e+01 9.699362867106245290e+01
1.033869878915619154e+02 1.008989422049868949e+02 1.071312258808839744e+02 1.056697163099700845e+02 1.009793825762552615e+02 9.278144840979538799e+01 1.085620457049744516e+02
9.373228900999724544e+01 1.050720061929527844e+02 1.039188822773537169e+02 1.089887854190770327e+02 9.971268517703869350e+01 9.919042104640344348e+01 9.028168396766454862e+01
9.046181660145470005e+01 9.976063850816518652e+01 1.042911832552724434e+02 9.637827023648335967e+01 8.761095987160236120e+01 9.845940691582958948e+01 9.929019576724743956e+01
8.417231833225274329e+01 9.877420873010754576e+01 8.453566774833709019e+01 1.117315094205868036e+02 8.452553663176961152e+01 9.630883480815654707e+01 8.582220997741620749e+01
8.461098034598749962e+01 1.051314445995201226e+02 1.180563913218297500e+02 1.149582294125035560e+02 1.092550357026875787e+02 1.039782290262553204e+02 7.762894564895722738e+01
1.100169941773762048e+02 1.089519851123112488e+02 9.942023618947305863e+01 1.065274217769940748e+02 1.101086890467380925e+02 1.033144747940591799e+02 9.681337918611140481e+01
1.019439452172351395e+02 8.912712466293228886e+01 1.029224316886900112e+02 9.767018365444161532e+01 8.995743469844829576e+01 1.054548779574077031e+02 9.781871818414872166e+01
1.020667675607845268e+02 1.041922766259220055e+02 1.032656957567959068e+02 9.799083165634012005e+01 8.662771040731466599e+01 1.064548832548609454e+02 1.028631682553433819e+02
9.902494254559573506e+01 9.627369352360103960e+01 9.734644697644282019e+01 1.005145711659233996e+02 1.131398225342379504e+02 1.007673501110652268e+02 9.372879661208111202e+01
9.688078955211059906e+01 7.901187765303730259e+01 1.011819549526458957e+02 9.047091601609540135e+01 1.111351783235695905e+02 1.101660678841452494e+02 9.510680405680849958e+01
1.007261213298859275e+02 9.404003691779436735e+01 1.015346311919024629e+02 9.439040128165660803e+01 1.195648020952526309e+02 1.068869435744708767e+02 9.297098015262268689e+01
9.259497983138948030e+01 8.828737305965333348e+01 1.042022147788311202e+02 1.122528746527480905e+02 9.222354981654778783e+01 1.093993032079157217e+02 9.612984539316978783e+01
9.896627898495324871e+01 8.811192230618183885e+01 9.512657215269007338e+01 9.591449814402302820e+01 1.049596155605841972e+02 1.068397399013994402e+02 9.861247215296938862e+01
1.070013865828989594e+02 1.117337199738446145e+02 9.785175652641419219e+01 8.921346248062101836e+01 8.783713101632743303e+01 1.088935354532571012e+02 8.950910289030838385e+01
9.480218356922303258e+01 9.089248397964681203e+01 1.002070450938786621e+02 9.355182684390663894e+01 1.155449261946327795e+02 9.310763722564908562e+01 9.512199912346260078e+01
9.003731569250774669e+01 9.913011336452065336e+01 1.027576110354005436e+02 1.007583932440441998e+02 9.287693121191260559e+01 8.424465001576763257e+01 1.034439116484892764e+02
1.080614210982671040e+02 1.183385619944597238e+02 1.045134596491515708e+02 9.354183782557768723e+01 9.211778858170255546e+01 9.758030656071569808e+01 9.801053378806585670e+01
8.468182433074838400e+01 1.050273337756367482e+02 8.787633866433581886e+01 9.046442128080317957e+01 1.092463800748485596e+02 1.119214801959949597e+02 1.083859129328683935e+02
8.684161675062819086e+01 9.977062317445016504e+01 1.210626442057622683e+02 1.046353603344010992e+02 1.108329012398633324e+02 1.204050905133213263e+02 9.643488523128655743e+01
9.393391529615162483e+01 1.058793212052737971e+02 8.958409551239688540e+01 9.066393504778007184e+01 9.942758813796910999e+01 7.407331453576156832e+01 1.115019842740441476e+02
9.435214881771403839e+01 1.002707089448032889e+02 1.064273864672627070e+02 1.109146475983123992e+02 9.187836368538768284e+01 1.267615961165680858e+02 9.148843828067616357e+01
1.070140567900775750e+02 9.073277143751761287e+01 1.091631453175738216e+02 1.020258851363025343e+02 1.098061266376589913e+02 8.358496731065952190e+01 9.723015344245263236e+01
1.040490910233571213e+02 8.907314842200528915e+01 1.180865288280042762e+02 1.086612827291061336e+02 1.099504965876450200e+02 8.186306099325247487e+01 1.152917802464153993e+02
8.963273033068428219e+01 9.752636158405738342e+01 8.644075084839523981e+01 1.065445034844252206e+02 9.222349286806489488e+01 9.428334813092118338e+01 9.154152421825968133e+01
9.720130846237201183e+01 9.543900494533784240e+01 1.149832422670819341e+02 9.737920004776582061e+01 1.133590526469773607e+02 8.265231575209263326e+01 1.003807684817279267e+02
9.885919119583978443e+01 1.025163083566159514e+02 1.152001919284423650e+02 1.021175579996350393e+02 8.733474244707255707e+01 9.269422467721474845e+01 9.500522388098590909e+01
9.773661098983626516e+01 1.042232159809123999e+02 9.659972201797367575e+01 9.766567665665945697e+01 1.100712927982867200e+02 1.105454642790929256e+02 9.538514059107886567e+01
9.768481972705518501e+01 9.974861254433854185e+01 9.151797082763211222e+01 8.378148743547956201e+01 1.020246181968787624e+02 1.120184215952126863e+02 1.285434323371317475e+02
9.333468935309902292e+01 9.796640614130295432e+01 9.524862096462268823e+01 8.817748147821052385e+01 1.017979951112936021e+02 1.139717558426122395e+02 8.027069104805626409e+01
9.899379383440455626e+01 9.401175391761388767e+01 1.049790660242073557e+02 7.649737206208267537e+01 1.039428177322180602e+02 8.403362312708249249e+01 8.513362207534616743e+01
9.849191051509177441e+01 9.918774016633128099e+01 9.765250609218996658e+01 9.876657534707203467e+01 9.737483187077378943e+01 1.017260473486095691e+02 1.155815403049227825e+02
1.094852257404124458e+02 9.303392102717148759e+01 9.911623571898945784e+01 9.995553001689725647e+01 9.019186091082480061e+01 1.174123161431735411e+02 9.648619726296695376e+01
1.177055823140483710e+02 1.004323619067805140e+02 1.023137755606650501e+02 1.020326913672904396e+02 1.002603508271522941e+02 1.020473530938062936e+02 1.093090325402358047e+02
1.089545526414969032e+02 1.036877481574240107e+02 1.002752487169142057e+02 9.597643944703638397e+01 9.828437204847982400e+01 1.107832628783056350e+02 1.002130229922425571e+02
1.035581590342612373e+02 1.076850453224054291e+02 8.543189953972006379e+01 8.479837425134243745e+01 1.032040912240287724e+02 9.636346104460577067e+01 9.132302137573111622e+01
9.383200962379353882e+01 9.209965380870903573e+01 1.125818905239758578e+02 1.105318963916199380e+02 1.044209002928187999e+02 9.471895535291417900e+01 1.081345770037117973e+02
8.861894776048936251e+01 9.169681434085327965e+01 8.483301500194554023e+01 1.050217515512978395e+02 9.802304562545567990e+01 1.026591999512459665e+02 8.322064923398018266e+01
8.962757812325969553e+01 9.123709323762753343e+01 1.036036904493809203e+02 9.360191435405052118e+01 1.139823110881160915e+02 1.050957719794975986e+02 1.092884972630868248e+02
1.006391264987664727e+02 8.606605863516848842e+01 9.339425067206249764e+01 8.958973564292948311e+01 1.198352274488775748e+02 1.014460342476271393e+02 9.546773622806843207e+01
9.967529491726457991e+01 1.008571981014090397e+02 1.028369231547883800e+02 8.810020577547243192e+01 1.135718732209234076e+02 8.671236359770583135e+01 8.882110199607707557e+01
1.055698237377567921e+02 9.086411654867855248e+01 9.718899220319816834e+01 9.906051675316516025e+01 9.211018532832142114e+01 8.874838454035187851e+01 1.120304379633533074e+02
8.909437367040079891e+01 9.582382161866226511e+01 9.296854318129069839e+01 9.558546992453467794e+01 1.009577833815282162e+02 9.397160411567924143e+01 1.062419415286820907e+02
9.140441876521403231e+01 1.027453105812578826e+02 1.112820023345431082e+02 1.096588786531548720e+02 8.536280666971650533e+01 9.727224286554437072e+01 8.715178248782665094e+01
9.021909284201697687e+01 1.034902518919001722e+02 9.659233144396520743e+01 1.160596039787995863e+02 8.738590082665271552e+01 9.847788340765842463e+01 9.443363244100771681e+01
1.075531186900303027e+02 1.096730074660811454e+02 8.775536545376911590e+01 1.150496273565164671e+02 1.099223607777411473e+02 1.177231628162157904e+02 9.725974918242103229e+01
1.137465745758972133e+02 1.092873885901229016e+02 8.734998912375823465e+01 1.098009664511032213e+02 1.056548398611834045e+02 1.170711277584438506e+02 8.325832198486965297e+01
1.064900377172427568e+02 1.086976217950815737e+02 8.686954047223960629e+01 8.560955884010351724e+01 8.848149845804225322e+01 1.078642194440501640e+02 8.175367069857446722e+01
9.983605568366492378e+01 9.409507232585008296e+01 8.708854040549833542e+01 9.117366737132508092e+01 1.084703338434725595e+02 1.049361850703679266e+02 1.042099722594587092e+02
1.071565396128581398e+02 1.000711624973196194e+02 1.095746327782283771e+02 1.012791117086185295e+02 1.117193182238372913e+02 9.949494821752738005e+01 9.826220863145950091e+01
1.071943409072887619e+02 9.580513648933782633e+01 1.038758466389227237e+02 9.988934324881137172e+01 9.196065625133056187e+01 1.105696815719948205e+02 1.010929237475586717e+02
9.464251713677549560e+01 1.016869000140231805e+02 1.056273898209853286e+02 1.011484725606102018e+02 9.944580370460920449e+01 1.201078648056746800e+02 9.770386133185391486e+01
9.536144870014206276e+01 9.818650565537380714e+01 1.014720103175213097e+02 1.042567104157695894e+02 8.751647216172989374e+01 1.188858263492347618e+02 1.002081528809346764e+02
8.806217256314175756e+01 1.111042885588441607e+02 9.107084403445243481e+01 9.219129734796756281e+01 9.672595488344006753e+01 1.071999606211672074e+02 1.082060719470334789e+02
1.089429967146107003e+02 7.742638304574319363e+01 9.141214643397054829e+01 1.009259512584373510e+02 1.074557957052325037e+02 1.051202641719095823e+02 1.074250687871173824e+02
1.112985039665897489e+02 8.433286971411850175e+01 1.044646048025266651e+02 1.144582426355310929e+02 1.090124094943512176e+02 9.600602325436216233e+01 9.986106322677279934e+01
9.458988644252529809e+01 8.419546286266222523e+01 9.761471799658407633e+01 1.126604786970384566e+02 1.083555979268460163e+02 8.145899321128089809e+01 1.123322313813421829e+02
1.054234689092902784e+02 9.155181238190370152e+01 9.895117334674645804e+01 1.140036942139995375e+02 1.041941004082804341e+02 8.199482007018896468e+01 1.044969422491047908e+02
1.102973403754223227e+02 1.110459717509859701e+02 9.788059294208731842e+01 1.021261704132585635e+02 1.190659892390920760e+02 8.113098793828004318e+01 7.786104338850584838e+01
9.557773073147487253e+01 1.081727444153284523e+02 1.087543619847977965e+02 1.057742013158704708e+02 1.081086039608617142e+02 1.174909515149540198e+02 9.120770376079303787e+01
9.932154606450518486e+01 9.754115261797483072e+01 9.306718185654852959e+01 7.909341440241105659e+01 1.097017116982826508e+02 1.031472641882700714e+02 1.088163622960278047e+02
9.896851444009891452e+01 1.060892416076773230e+02 1.027182573563035248e+02 1.049466564638074431e+02 9.031307876487107933e+01 1.039161404358363825e+02 1.186752422414236037e+02
9.743013446670344990e+01 1.073243653975451934e+02 1.054596403704323819e+02 1.126896954477121824e+02 8.850557707443574884e+01 1.049366807035359415e+02 1.029341548786132137e+02
